ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	Dt_Customer	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Z_CostContact	Z_Revenue	Response
14740	1944	Graduation	Divorced	52933.352263734465	0	1	06-05-2013	90	399	2	944	45	80	290	11	19	10	11	15	1	0	1	0	0	1	3	11	1
14741	1940	Master	Divorced	608135.5031007738	1	0	25-10-2012	6	12	135	1023	100	196	35	11	3	27	3	15	1	0	1	1	1	0	3	11	0
14742	1912	2n Cycle	Single	156706.52293771954	0	0	13-05-2013	90	437	72	447	123	24	217	10	19	18	7	9	1	1	1	0	1	0	3	11	0
14743	1894	Master	Widow	230576.7188242375	0	2	21-11-2012	33	1422	15	882	214	139	126	8	23	19	9	12	0	0	1	1	0	0	3	11	1
14744	1980	Master	Widow	188247.54578249512	1	0	22-04-2013	10	664	25	1578	259	10	51	2	5	1	5	20	1	0	0	0	1	0	3	11	1
14745	1923	PhD	Absurd	276763.888761609	1	2	26-12-2013	4	399	159	1601	257	93	279	15	0	5	11	4	0	1	0	0	1	0	3	11	0
14746	1919	2n Cycle	Together	476526.75246619096	1	0	26-06-2014	70	1067	81	1157	100	176	261	1	19	8	4	11	0	0	0	1	1	1	3	11	1
14747	1894	Basic	Absurd	580620.3783074206	2	0	15-02-2013	35	1395	7	212	162	46	326	3	25	26	12	14	1	0	1	0	0	1	3	11	1
14748	1970	Basic	Widow	123146.48211650937	0	2	24-09-2013	4	373	102	98	45	145	307	3	10	15	8	5	1	1	1	1	0	1	3	11	1
14749	1896	2n Cycle	Absurd	458150.27819787536	2	1	03-05-2013	55	1003	116	1294	3	0	27	12	22	17	1	8	1	0	0	0	0	0	3	11	1
14750	1905	Basic	YOLO	236161.26061414913	1	0	26-09-2013	4	558	59	657	250	69	44	15	11	19	11	2	0	1	0	1	0	1	3	11	0
14751	1992	Graduation	Absurd	653717.8131789287	2	1	23-04-2014	26	484	11	1072	47	225	77	14	12	8	11	20	1	1	1	0	1	0	3	11	1
14752	1927	Basic	Single	200492.11009771694	2	2	29-11-2013	92	416	186	174	3	132	38	14	26	2	8	16	0	0	1	1	1	0	3	11	0
14753	1964	Graduation	YOLO	6512.855396042372	1	0	29-06-2014	26	1107	186	1537	197	2	138	10	24	7	4	9	0	1	1	1	0	1	3	11	1
14754	1958	2n Cycle	Together	344597.5817648598	1	2	21-03-2013	31	665	161	900	50	89	203	9	17	5	6	1	0	0	1	0	1	1	3	11	1
14755	1898	Basic	Absurd	101956.52425410494	0	0	14-04-2014	88	482	120	804	16	231	248	4	13	17	6	6	1	1	1	0	0	0	3	11	1
14756	1923	Basic	Absurd	31315.946190919025	0	2	12-07-2013	97	1319	157	488	259	101	177	0	17	11	1	3	0	0	1	1	1	0	3	11	0
14757	1902	Graduation	Widow	466034.3500143815	2	2	19-05-2014	14	838	43	1029	184	63	161	12	20	23	12	9	1	1	1	1	0	1	3	11	0
14758	1913	Graduation	Together	488635.558274043	1	1	19-01-2014	97	105	165	553	134	79	290	14	27	15	7	6	0	1	0	1	1	0	3	11	0
14759	1966	Master	YOLO	308065.3589856347	0	1	17-03-2013	98	1232	152	1330	237	211	115	9	4	18	8	11	0	0	0	0	0	0	3	11	0
14760	1915	PhD	Widow	451815.54797005147	0	1	27-11-2012	53	790	151	1490	160	83	244	14	6	25	9	14	0	1	0	1	0	0	3	11	0
14761	1895	Basic	Widow	359624.7857596562	2	0	09-03-2014	19	811	96	527	195	226	278	10	19	0	8	15	0	0	1	1	1	1	3	11	0
14762	1924	PhD	Absurd	420507.4293641903	2	2	28-09-2013	87	849	188	727	127	231	128	0	19	0	8	2	0	1	1	1	0	1	3	11	1
14763	1912	PhD	Alone	398499.9531157102	2	1	12-12-2012	33	169	136	72	83	255	159	13	1	5	6	0	0	0	1	1	1	1	3	11	1
14764	1966	Basic	Widow	444459.5254400694	1	0	16-06-2014	33	779	83	66	162	236	97	11	17	21	3	14	1	0	0	0	1	1	3	11	1
14765	1921	Graduation	Absurd	134471.6050061438	0	1	28-06-2013	45	509	47	592	93	152	181	12	13	25	4	14	1	0	1	1	0	0	3	11	1
14766	1944	Master	Divorced	180402.70510072328	0	0	17-03-2013	90	349	51	1565	22	167	113	9	14	24	8	10	1	1	1	0	0	0	3	11	0
14767	1938	2n Cycle	Widow	294277.3367810467	0	2	19-07-2013	20	465	197	26	78	24	333	15	3	8	13	1	1	0	0	1	0	0	3	11	1
14768	1926	Basic	Divorced	298376.57407115615	2	2	28-08-2013	96	1104	191	1623	238	9	196	6	17	9	8	3	0	0	0	1	1	1	3	11	0
14769	1993	Basic	YOLO	516664.22585574974	1	2	14-08-2012	38	448	35	1449	116	162	215	10	1	11	13	16	1	0	1	1	0	1	3	11	1
14770	1976	2n Cycle	Married	246023.27019344812	2	0	19-10-2013	39	631	104	575	242	251	331	4	25	20	1	11	0	1	0	1	0	0	3	11	0
14771	1953	PhD	Alone	109785.52844936849	2	2	16-10-2013	43	1124	147	433	128	61	321	13	3	26	9	15	1	0	0	1	1	0	3	11	0
14772	1964	Master	YOLO	168938.77655445403	1	0	12-06-2013	35	1392	103	1414	248	207	140	9	14	16	4	0	0	1	0	1	0	0	3	11	0
14773	1963	PhD	Single	144514.03614135928	1	0	25-09-2013	54	764	177	1352	159	148	222	5	11	19	12	9	0	1	1	1	1	1	3	11	1
14774	1962	2n Cycle	Together	488237.08656402223	2	0	25-05-2013	88	1288	11	1679	240	168	45	6	18	19	13	12	1	0	0	1	0	1	3	11	0
14775	1903	2n Cycle	Together	314475.741990942	1	2	09-09-2012	70	201	134	55	112	146	32	15	9	21	12	17	1	0	0	1	1	0	3	11	1
14776	1974	Master	Married	472924.06178603385	2	2	19-08-2012	49	1141	167	266	155	3	40	0	3	12	6	20	1	1	1	0	0	1	3	11	1
14777	1985	2n Cycle	Widow	278489.4496442534	0	2	12-11-2012	57	1146	41	1416	16	77	215	4	9	9	5	14	1	1	1	1	0	0	3	11	0
14778	1981	2n Cycle	Single	593347.2325865367	1	0	30-11-2012	73	1048	92	768	3	64	0	14	26	16	5	9	0	1	1	0	0	0	3	11	1
14779	1955	Master	Married	655708.0593359242	0	2	27-10-2013	73	368	85	1570	40	103	264	12	22	18	11	14	1	0	0	0	0	1	3	11	0
14780	1913	Basic	Married	447132.3983666798	1	0	01-08-2012	37	384	66	1619	133	82	186	7	2	16	11	3	1	0	0	1	0	1	3	11	1
14781	1895	PhD	Together	576110.0665584224	2	2	02-11-2012	23	273	177	1202	151	47	120	2	16	10	0	4	1	1	0	1	1	0	3	11	1
14782	1974	Basic	Divorced	339473.11494032264	2	0	13-09-2013	73	1070	168	1606	53	263	87	1	11	26	1	6	0	0	1	1	1	0	3	11	1
14783	1980	Basic	YOLO	623193.0431015661	2	1	21-10-2012	58	334	151	548	199	132	25	1	26	12	6	12	1	0	1	1	1	0	3	11	1
14784	1994	PhD	YOLO	554681.7914373475	2	2	12-06-2013	44	1440	196	100	126	199	38	3	11	13	3	14	0	0	0	0	1	0	3	11	1
14785	1902	Basic	Divorced	661199.276395823	2	2	15-01-2014	25	533	12	1491	209	176	309	6	3	18	10	11	1	1	1	0	0	1	3	11	1
14786	1919	Master	Widow	416047.4559939131	2	0	18-03-2013	93	343	117	644	123	197	149	11	6	25	7	18	1	1	1	0	1	1	3	11	1
14787	1904	PhD	Widow	519852.61304699484	1	0	22-03-2014	90	1344	161	1227	1	98	352	1	1	10	12	0	0	0	1	1	0	1	3	11	0
14788	1899	Graduation	Absurd	362702.5695245534	1	0	10-03-2013	82	1162	102	1300	213	115	224	14	27	19	1	17	0	1	0	0	1	1	3	11	0
14789	1909	Basic	Absurd	174028.28565382282	0	1	06-07-2013	64	106	130	467	259	59	354	5	9	7	7	5	1	1	1	1	0	1	3	11	1
14790	1957	2n Cycle	YOLO	237619.48447033658	1	2	23-07-2013	96	921	95	1540	229	19	344	12	25	22	13	12	0	1	1	0	0	1	3	11	1
14791	1956	PhD	Married	596186.3844497824	1	0	20-06-2014	10	345	130	22	171	89	98	6	1	3	8	6	0	1	1	1	1	0	3	11	1
14792	1918	Graduation	Widow	38931.80381950037	0	1	15-11-2013	49	709	151	696	112	83	24	8	5	14	9	2	1	1	1	1	0	0	3	11	1
14793	1907	2n Cycle	Divorced	395026.26952677267	0	1	22-11-2013	57	992	34	326	147	230	109	11	4	21	9	20	1	1	0	1	1	1	3	11	1
14794	1925	Graduation	YOLO	249408.042637152	2	0	15-03-2013	33	446	19	576	133	40	100	11	19	24	0	11	1	0	0	0	0	0	3	11	1
14795	1954	Basic	Single	258855.7894512622	0	2	29-08-2013	15	461	104	920	142	238	122	6	5	18	11	4	1	1	0	1	1	1	3	11	1
14796	1993	2n Cycle	Together	589913.2397079448	0	0	30-04-2013	58	1239	171	658	199	171	265	0	10	28	10	1	1	1	1	0	1	1	3	11	0
14797	1939	Basic	Divorced	569467.2344412697	1	0	06-03-2013	0	805	75	536	63	133	207	7	27	23	5	19	0	1	0	1	1	0	3	11	1
14798	1987	2n Cycle	Absurd	399921.85384365503	2	0	04-10-2012	40	1405	47	379	93	190	108	2	24	22	3	7	1	1	0	1	0	1	3	11	1
14799	1927	PhD	Alone	183203.56671764818	0	1	05-12-2013	27	1072	42	849	163	144	305	12	3	18	5	1	0	0	1	1	1	0	3	11	0
14800	1957	Master	Widow	317878.04099159164	2	1	15-10-2013	14	656	80	125	130	113	28	15	20	2	7	14	1	1	0	0	0	1	3	11	0
14801	1964	Master	Together	273218.97609262617	2	2	18-02-2014	79	1080	67	1694	221	90	313	6	8	18	12	0	1	0	1	1	1	0	3	11	1
14802	1968	Graduation	Alone	236863.3578657904	0	1	14-07-2013	45	338	199	441	122	223	259	5	0	12	7	1	0	0	1	1	0	0	3	11	0
14803	1975	2n Cycle	YOLO	70075.83146357445	0	0	03-05-2014	31	1031	198	828	39	150	67	11	9	0	13	2	0	0	1	1	1	1	3	11	0
14804	1917	Basic	Together	362865.97537693824	0	1	14-09-2013	38	695	182	43	44	37	78	14	18	23	7	1	1	1	1	1	1	1	3	11	0
14805	1949	PhD	Married	202428.49588346764	0	2	23-06-2014	64	22	153	660	189	168	254	2	16	5	10	12	0	0	1	1	1	1	3	11	1
14806	1924	PhD	YOLO	441124.990338459	2	0	15-08-2012	72	1067	158	1717	212	30	131	14	4	2	2	20	0	1	0	0	0	1	3	11	1
14807	1955	PhD	Widow	213980.18827208513	1	0	27-04-2014	92	436	181	1382	209	122	12	1	10	0	3	0	1	0	0	0	1	1	3	11	1
14808	1904	Master	Married	288426.12847108254	2	1	01-03-2014	88	908	183	198	104	79	177	3	27	12	11	18	1	0	1	1	0	1	3	11	0
14809	1955	Basic	YOLO	36546.29777533257	2	1	09-03-2013	74	1092	55	1676	94	143	52	15	20	24	12	5	0	1	0	0	1	1	3	11	0
14810	1969	PhD	Together	661704.2940506687	2	2	27-07-2013	10	593	126	652	65	67	55	15	18	16	4	5	0	1	1	1	1	1	3	11	0
14811	1984	PhD	Married	339258.4178134623	0	0	23-01-2013	69	512	52	307	23	68	325	0	20	1	5	6	0	1	0	0	0	0	3	11	1
14812	1893	Graduation	YOLO	17846.448913148415	0	2	31-12-2013	33	996	199	1380	129	181	324	9	0	18	1	9	0	0	1	1	1	0	3	11	1
14813	1943	2n Cycle	YOLO	361613.7493140001	1	1	10-05-2013	49	276	188	1112	25	219	54	9	15	6	8	13	0	1	1	0	1	1	3	11	1
14814	1962	2n Cycle	Widow	580459.7068823015	1	0	05-08-2012	43	491	33	1197	43	191	288	12	1	14	11	9	0	0	1	0	0	0	3	11	1
14815	1900	2n Cycle	Divorced	515427.7259504317	1	1	18-04-2014	13	82	45	1711	0	125	68	6	1	0	13	1	0	0	1	1	0	1	3	11	0
14816	1960	Graduation	Single	467788.0869183027	2	0	10-10-2013	71	1335	83	1388	129	18	239	2	10	26	0	18	1	1	0	1	0	1	3	11	1
14817	1897	Master	Alone	94465.06957046386	1	2	08-11-2012	24	101	73	473	224	88	57	12	25	17	11	17	1	1	0	1	0	0	3	11	1
14818	1981	Graduation	Divorced	439083.0623536139	2	0	20-10-2012	67	1249	49	235	33	82	291	1	16	1	7	19	1	0	0	1	0	0	3	11	0
14819	1978	PhD	YOLO	511269.3782819603	0	1	25-07-2013	49	1409	196	224	106	258	268	4	21	0	2	10	0	1	1	1	1	1	3	11	0
14820	1984	Basic	Together	382352.0427169614	2	0	12-05-2014	94	467	10	359	198	263	347	6	15	16	13	14	0	1	1	1	1	1	3	11	0
14821	1931	PhD	YOLO	595350.9520697445	0	2	01-08-2013	84	798	114	423	230	217	134	0	12	6	4	13	0	1	1	1	1	0	3	11	0
14822	1915	PhD	Divorced	185910.47754091458	0	1	29-06-2013	31	1164	85	1014	257	118	56	11	6	9	10	14	0	0	0	0	1	1	3	11	1
14823	1960	Basic	Married	162740.72806581832	1	2	01-03-2014	54	997	74	1077	63	208	136	0	17	27	11	0	1	0	1	1	1	0	3	11	0
14824	1944	2n Cycle	Widow	579938.2279231832	0	0	05-12-2013	77	331	145	666	93	58	281	14	16	24	5	11	0	1	1	0	0	1	3	11	1
14825	1896	Graduation	Divorced	417579.8061017644	1	0	07-05-2013	91	952	158	334	239	184	352	9	20	11	12	8	1	1	1	1	1	1	3	11	0
14826	1939	Master	Divorced	2692.309024351208	1	0	09-12-2012	24	1292	61	898	157	11	310	7	24	12	9	17	0	1	0	1	0	1	3	11	1
14827	1913	PhD	Widow	236539.7862497052	1	0	06-01-2014	91	1367	22	604	100	223	22	4	14	28	6	16	1	1	1	1	0	1	3	11	0
14828	1993	PhD	Married	572149.3277836664	2	1	08-08-2012	78	999	103	94	162	87	356	7	10	28	4	2	0	1	0	0	0	1	3	11	1
14829	1948	Master	Single	19895.726793014215	1	0	04-09-2013	51	881	180	314	121	97	183	10	22	7	4	14	0	1	0	1	1	1	3	11	0
14830	1958	Graduation	Divorced	3889.6644264946694	1	1	19-05-2013	55	93	61	487	229	175	153	2	20	8	5	16	1	0	0	0	0	1	3	11	1
14831	1951	PhD	Alone	188749.4276046177	0	1	31-03-2013	21	922	73	1398	149	67	115	1	20	8	11	1	1	1	0	1	0	0	3	11	1
14832	1899	Master	Together	609481.5286088012	2	1	11-08-2013	46	1093	16	887	250	152	74	6	8	28	0	13	1	1	0	0	0	1	3	11	1
14833	1941	PhD	Absurd	601154.8971123468	1	0	10-03-2014	69	1149	125	1041	228	151	76	5	13	3	4	8	0	1	1	0	0	1	3	11	1
14834	1908	2n Cycle	Married	346673.49319347146	1	0	04-11-2012	50	1406	40	663	81	78	51	3	25	16	11	15	1	0	1	1	0	1	3	11	1
14835	1909	2n Cycle	YOLO	369597.1121480961	1	2	09-01-2013	65	1211	108	828	108	188	188	6	10	16	5	17	0	0	1	0	0	1	3	11	0
14836	1976	PhD	Married	222494.07901320627	0	0	05-05-2014	69	505	7	636	53	119	271	12	5	18	4	7	1	1	0	1	1	0	3	11	0
14837	1979	PhD	Divorced	163799.2811021238	0	0	27-04-2013	86	581	158	885	187	9	348	8	25	18	3	5	0	1	1	1	0	1	3	11	0
14838	1990	2n Cycle	Alone	543800.358852389	0	0	09-10-2013	89	910	48	952	112	69	147	8	27	15	2	15	0	0	0	0	1	0	3	11	1
14839	1967	PhD	Absurd	72409.27936118958	1	1	26-02-2014	74	311	111	686	37	243	95	2	5	2	7	13	1	1	1	1	0	1	3	11	0
14840	1926	Graduation	YOLO	325789.46595455654	1	2	02-05-2013	64	1158	184	220	19	110	251	0	13	25	7	5	1	0	0	1	0	1	3	11	1
14841	1925	Graduation	Widow	423563.57614095334	1	0	12-01-2014	91	1172	175	879	67	214	72	3	2	0	6	19	0	0	1	1	0	1	3	11	1
14842	1918	Basic	Absurd	70670.75755815068	1	2	22-01-2013	21	1125	180	1444	204	13	131	9	18	4	13	16	0	1	0	1	1	1	3	11	0
14843	1958	Graduation	Divorced	347235.463635	1	1	01-05-2014	40	357	189	36	205	254	305	12	24	9	11	6	1	0	0	0	0	1	3	11	1
14844	1955	PhD	Divorced	385744.6950993483	0	2	05-05-2013	76	141	105	1352	8	255	297	0	8	17	2	15	0	1	0	1	0	0	3	11	0
14845	1979	PhD	Widow	495442.36048952513	1	2	25-09-2012	46	830	177	1693	235	14	110	6	14	17	2	5	0	1	1	0	1	1	3	11	0
14846	1933	Master	Together	157880.9431759639	2	2	29-05-2014	59	170	54	1166	198	171	137	1	26	20	8	20	0	0	0	0	1	0	3	11	0
14847	1978	Graduation	Widow	196774.01672814364	1	2	24-05-2013	99	1388	136	971	5	129	55	13	26	25	2	12	0	1	0	1	0	1	3	11	0
14848	1950	2n Cycle	Divorced	380425.1131575827	0	2	17-03-2014	21	11	31	1395	58	62	202	7	20	23	11	17	1	0	0	1	1	0	3	11	1
14849	1990	2n Cycle	Single	655446.1425475345	1	1	21-03-2013	3	1078	86	1512	249	255	321	4	9	26	0	15	1	0	0	1	0	0	3	11	0
14850	1971	Basic	Widow	146349.0470116756	2	0	21-11-2013	43	501	95	1326	119	1	219	15	5	15	6	0	0	1	1	1	0	0	3	11	0
14851	1902	Master	YOLO	657292.9471921676	1	2	20-12-2012	40	980	56	1582	259	81	189	9	22	9	0	11	0	0	0	0	1	1	3	11	0
14852	1907	2n Cycle	Together	476722.06655911455	2	1	01-12-2012	81	885	99	1023	25	91	139	0	24	27	8	13	0	1	1	0	1	0	3	11	1
14853	1934	Basic	Widow	551021.7070515091	2	1	22-09-2012	37	915	4	204	31	216	39	1	22	2	6	6	0	1	0	0	0	1	3	11	1
14854	1985	Graduation	Widow	61335.70633599846	0	0	13-04-2013	16	891	118	270	156	6	300	15	20	16	2	19	1	1	1	1	1	1	3	11	1
14855	1949	Master	Married	201490.1977493749	2	1	14-10-2012	88	602	111	181	129	60	247	3	11	0	11	1	1	1	0	0	1	0	3	11	1
14856	1979	Master	Married	40120.93084600473	1	0	09-06-2014	16	324	192	630	234	108	225	2	26	18	4	12	1	0	0	0	1	0	3	11	1
14857	1909	PhD	Divorced	248784.97266943133	2	2	18-03-2013	92	496	177	573	48	129	35	15	14	6	6	11	1	1	1	0	1	0	3	11	1
14858	1952	Graduation	YOLO	654224.8213085997	1	1	17-12-2013	44	315	94	280	16	44	309	12	7	7	12	18	1	0	0	0	0	1	3	11	1
14859	1901	Master	Divorced	71729.84889123388	1	1	26-09-2012	45	171	62	1035	108	250	38	4	24	21	0	1	0	0	0	0	1	0	3	11	1
14860	1928	Basic	Absurd	375671.9084187759	1	1	19-08-2013	7	1413	185	1288	204	200	320	3	10	6	9	8	0	1	1	1	0	0	3	11	1
14861	1965	2n Cycle	YOLO	5766.575651325109	1	2	16-05-2014	92	580	184	636	95	122	11	1	15	0	6	14	1	0	1	0	1	1	3	11	0
14862	1972	Graduation	Widow	475618.46096907486	0	0	28-02-2013	14	1301	114	857	41	6	253	12	18	4	13	3	0	0	0	1	0	1	3	11	1
14863	1928	Graduation	Single	132850.5200950955	1	0	04-03-2013	32	1344	136	292	175	28	0	10	2	12	5	14	0	0	1	1	1	0	3	11	1
14864	1940	Master	Alone	87895.42377759136	0	1	28-03-2014	48	83	98	136	115	151	83	8	20	9	12	13	1	0	1	0	1	1	3	11	1
14865	1943	Master	Divorced	225825.27594694548	2	1	14-03-2013	9	87	25	196	158	256	163	6	17	13	3	16	0	1	0	0	0	1	3	11	1
14866	1989	Master	Widow	514425.11129435466	1	2	03-06-2013	61	1171	190	1718	125	96	165	4	26	6	0	4	1	0	0	0	1	0	3	11	0
14867	1987	Basic	Widow	72620.87915943126	2	2	18-08-2013	54	765	193	454	86	225	258	11	7	3	9	12	0	1	0	1	1	1	3	11	0
14868	1962	PhD	Alone	154558.2225104013	0	0	04-06-2014	57	943	33	1118	115	78	177	15	9	13	6	6	1	0	0	0	1	0	3	11	0
14869	1966	Master	Widow	7358.298652527334	1	1	05-12-2013	62	732	80	1259	68	74	172	13	20	15	3	0	0	0	0	0	0	0	3	11	0
14870	1972	PhD	Alone	645663.9051413735	1	1	17-02-2013	10	745	5	612	0	37	147	11	4	9	5	12	0	1	1	1	0	0	3	11	0
14871	1960	PhD	Alone	395468.92667419516	0	1	12-05-2014	34	535	61	6	202	147	237	10	21	3	1	3	1	1	1	0	0	0	3	11	0
14872	1914	Graduation	Absurd	480417.1846190965	2	1	18-09-2012	97	327	94	388	35	242	173	3	23	13	12	12	0	1	1	1	0	0	3	11	1
14873	1969	2n Cycle	Widow	434858.12029579567	0	2	08-02-2014	95	97	74	1148	100	54	327	9	23	14	1	12	0	0	0	1	1	1	3	11	1
14874	1972	2n Cycle	Absurd	97723.1923165658	2	2	10-03-2013	85	213	168	1232	186	16	138	12	13	24	10	2	0	1	0	1	0	0	3	11	1
14875	1985	Basic	Widow	397326.9832749105	2	0	04-03-2013	3	806	53	676	60	99	29	12	7	2	10	7	0	1	1	1	1	1	3	11	1
14876	1898	Basic	Married	89112.96017085026	2	1	26-12-2012	65	310	163	1315	221	97	59	4	0	1	6	8	1	0	1	1	1	1	3	11	0
14877	1918	2n Cycle	Alone	268526.5627524264	1	2	15-09-2013	32	1395	90	986	235	138	179	1	12	13	0	6	1	0	1	1	0	1	3	11	1
14878	1967	2n Cycle	Together	380054.07174962066	0	1	19-02-2014	72	182	83	512	259	77	19	7	26	12	13	4	1	1	0	0	0	1	3	11	1
14879	1980	Graduation	Alone	373350.17248663114	1	0	20-09-2013	34	197	112	1529	118	43	109	1	16	23	6	3	0	0	0	0	0	0	3	11	1
14880	1985	Graduation	Together	80906.20757925983	0	1	22-05-2013	37	1356	83	1664	229	202	285	7	15	22	10	2	1	1	0	0	1	0	3	11	0
14881	1895	2n Cycle	Widow	24627.715912879874	2	2	18-04-2013	94	409	129	717	187	246	300	12	25	25	1	7	1	1	0	1	1	0	3	11	1
14882	1944	Master	Divorced	532504.7317299983	1	2	25-01-2013	77	720	100	500	199	175	203	4	16	20	10	3	0	0	1	1	0	1	3	11	0
14883	1966	Master	Single	484421.9615663758	1	0	26-03-2013	56	356	26	443	199	36	267	3	7	18	13	10	1	1	0	0	1	0	3	11	1
14884	1952	Graduation	Absurd	56134.33512565867	1	0	10-03-2014	94	1114	17	475	39	63	294	6	27	15	8	9	0	0	1	0	0	1	3	11	0
14885	1955	PhD	Widow	86453.16540982974	2	1	04-06-2013	32	855	123	808	77	44	65	0	25	2	12	1	0	0	1	1	1	0	3	11	1
14886	1957	2n Cycle	Single	595241.0859374085	0	1	18-10-2013	43	1198	10	1472	101	57	214	6	19	26	6	20	0	0	0	1	1	1	3	11	1
14887	1944	Basic	Married	513151.49532877986	2	2	21-02-2013	52	653	171	903	218	64	175	9	18	1	8	13	0	0	1	1	0	0	3	11	0
14888	1982	Master	Together	664112.8427251304	1	2	23-12-2013	79	642	3	1004	167	239	268	11	13	20	8	7	1	1	1	0	1	1	3	11	1
14889	1968	PhD	Absurd	170615.3985245903	1	2	15-05-2014	19	964	102	40	244	111	317	4	17	7	7	5	0	1	1	1	0	0	3	11	1
14890	1906	Master	Married	326087.7682064743	2	0	10-04-2013	62	638	82	378	169	258	17	5	25	0	1	2	1	0	1	0	0	1	3	11	0
14891	1981	PhD	Divorced	158960.48466859854	1	0	21-12-2013	50	760	42	92	249	89	146	4	24	27	5	16	1	0	1	1	1	0	3	11	0
14892	1964	2n Cycle	Divorced	415852.23287854844	1	0	30-10-2013	13	1421	38	1127	138	241	154	14	3	26	13	9	1	0	1	1	1	0	3	11	1
14893	1960	2n Cycle	Alone	78473.08248442461	0	1	23-05-2014	34	263	58	364	76	64	29	6	27	16	9	14	1	0	1	1	1	1	3	11	0
14894	1920	2n Cycle	Absurd	86338.56631106146	0	0	10-05-2013	44	728	152	1264	34	243	128	12	7	25	3	7	0	1	1	0	0	0	3	11	0
14895	1963	Graduation	Absurd	49530.846959356626	0	1	17-02-2014	32	526	78	1283	139	77	135	15	16	11	5	6	1	1	1	1	0	1	3	11	0
14896	1902	PhD	Absurd	462920.35519640613	0	1	14-01-2013	60	1196	83	1193	107	102	62	14	0	13	10	6	0	1	1	0	1	1	3	11	0
14897	1949	Basic	Widow	330256.6433481268	0	1	11-11-2012	92	740	80	257	102	73	149	0	5	24	12	12	1	1	0	0	0	0	3	11	0
14898	1992	Basic	YOLO	412481.72407798225	0	0	21-10-2013	71	1196	54	1273	2	28	147	1	24	13	3	3	1	0	1	0	0	1	3	11	1
14899	1958	2n Cycle	YOLO	586408.9207149419	1	2	24-10-2012	52	1282	64	989	196	177	333	5	0	16	1	17	1	1	1	1	1	1	3	11	1
14900	1982	Basic	Alone	494001.0613392891	1	0	07-12-2012	97	364	92	915	168	248	141	14	4	5	12	6	0	0	0	1	0	1	3	11	1
14901	1942	Master	Divorced	308746.19031408685	0	0	29-06-2014	77	1418	107	29	169	253	335	13	8	2	9	2	0	1	1	0	0	1	3	11	1
14902	1906	PhD	Divorced	656263.7334989033	2	0	21-11-2013	77	8	82	1105	32	259	146	6	7	24	6	13	0	1	0	1	0	1	3	11	0
14903	1908	PhD	Alone	305111.1068689391	0	1	31-07-2013	49	1283	93	285	5	96	294	7	23	5	10	0	1	1	0	1	0	1	3	11	1
14904	1946	PhD	Married	76502.50085721262	1	2	09-04-2013	14	112	152	354	153	237	92	12	24	23	8	0	0	1	1	0	0	0	3	11	1
14905	1935	Master	Single	661781.8770192319	2	0	17-01-2013	41	474	36	1280	47	151	293	3	22	24	12	15	0	0	0	0	0	1	3	11	0
14906	1934	Graduation	Together	16904.324933152508	2	0	16-04-2013	19	478	121	1337	223	168	305	10	8	5	4	13	0	0	1	0	0	1	3	11	0
14907	1973	Master	Divorced	367367.37451154797	2	1	27-08-2012	91	1201	74	534	68	21	25	2	7	3	3	7	0	1	0	0	1	0	3	11	0
14908	1914	PhD	Alone	207258.71787402988	1	0	03-08-2012	67	847	81	1018	173	9	176	8	5	6	12	0	1	1	0	0	1	1	3	11	1
14909	1960	PhD	Divorced	336559.9530886298	2	0	29-04-2013	6	481	53	940	40	43	99	13	20	3	6	3	0	0	1	0	1	0	3	11	0
14910	1911	PhD	Married	373238.3558463908	1	1	06-05-2014	65	427	72	1255	106	187	19	1	18	17	4	3	1	0	0	1	0	1	3	11	1
14911	1958	Basic	Absurd	161378.40488783244	1	0	14-12-2013	72	184	155	1429	15	153	360	9	2	2	9	3	1	1	1	1	0	1	3	11	0
14912	1931	Graduation	Absurd	372005.43360491196	0	2	25-11-2013	22	715	90	304	179	139	152	14	6	2	10	14	0	1	1	1	0	1	3	11	1
14913	1965	Master	YOLO	504462.25157251407	1	1	28-11-2013	35	580	109	374	212	19	135	0	15	14	11	15	1	1	1	0	1	0	3	11	0
14914	1911	PhD	Together	178941.98513767528	2	2	29-11-2012	11	375	51	252	20	213	110	5	0	24	7	9	0	1	1	1	0	0	3	11	0
14915	1908	2n Cycle	YOLO	256683.83938121612	1	0	23-10-2012	22	678	191	1598	208	62	103	10	9	18	1	3	1	0	0	0	1	1	3	11	0
14916	1946	Graduation	Absurd	180094.223421736	1	1	06-10-2013	94	929	37	815	243	144	127	2	5	10	3	13	1	1	1	1	1	1	3	11	1
14917	1917	2n Cycle	Absurd	547349.7052843714	0	1	29-05-2013	10	445	43	1067	155	214	20	6	4	14	3	12	0	0	0	1	1	1	3	11	0
14918	1910	Graduation	Married	483796.8035097924	0	0	12-02-2013	0	1035	86	1586	89	86	202	12	16	4	10	1	1	1	0	1	1	1	3	11	1
14919	1915	PhD	YOLO	581019.8741782589	1	2	09-04-2014	76	1220	61	1213	62	241	174	11	20	22	10	0	0	1	0	0	0	1	3	11	1
